0.087993939,0.011039578,0,0,0,0,0,0,0,0
0.012876222,0.084793474,0,0,0,0,0,0,0,0
0,0,0.00412784,0,0,0,0,0,0,0
0,0,0.000971595,0.007405733,0.009824938,0.002142555,0.000307338,0,0,0
0,0,1.40818E-05,0.001864334,0.023348137,0.001987668,0,0,0,0
0,0,0,0.002487371,0.00026626,0.003210813,0,0,4.53269E-05,0
0,0,0,0.000532079,0.000659596,0.000848933,0.010093427,0.001305699,0.000536732,0
0,0,0,0,0,6.09367E-06,0.005150869,0.003752233,0.003426762,0.003928514
0,0,0,0,0,0,0.000779721,0.003471892,0.00136395,0.001086863
0,0,0,0,0,0,0.00300611,0.005869834,0.013349211,0.031776709
