,Farm,version,iteration,count_mu,sum_in,sum_out,Fself,Edays_in,Edays_out,Edays_self,ncages
42,7,f2,4,0.00997390407279,0.253116333,0.0964780781,0.04347439100000001,54.967491972719046,49.23212030507719,6.15716730799058,8
43,8,f2,4,0.00469898889181,0.0378669635,0.11390804189999998,0.0064586704,59.94701763867816,49.62493706036555,5.975347635017882,9
44,9,f2,4,0.00772396654107,0.0260588666,0.1024061688,0.0013370142,51.77367734697151,51.54692875961213,5.552982907735758,9
45,1,f3,0,0.00678017579796,0.08113483369999998,0.0689186407,0.007819826799999999,57.95035236940451,52.07047533233589,6.271981266899672,6
46,2,f3,0,0.0128481136188,0.1525595196,0.1048459313,0.028670857,51.23436485892707,52.591859895964845,5.61100262890642,4
47,3,f3,0,0.00854923530637,0.323459734,0.08262967329999998,0.051456069,51.87261544426626,52.46261001737377,5.54083748605048,8
48,4,f3,0,0.006483164376930001,0.0322860888,0.08432802129999999,0.005288763,61.06898843054503,48.52064647083002,5.981534434422568,12
49,5,f3,0,0.00535322809478,0.08673499529999999,0.1402027401,0.0083583634,57.179815908648855,47.38680935682445,6.718860153890893,9
50,6,f3,0,0.00956096344866,0.06950048819999999,0.10699451200000001,0.009142060400000002,59.40230657093929,47.8192711109515,6.33125841085014,9
51,7,f3,0,0.0101722710726,0.253116333,0.0964780781,0.04347439100000001,54.967491972719046,49.23212030507719,6.15716730799058,8
52,8,f3,0,0.00476309193198,0.0378669635,0.11390804189999998,0.0064586704,59.94701763867816,49.62493706036555,5.975347635017882,9
53,9,f3,0,0.00759211631344,0.0260588666,0.1024061688,0.0013370142,51.77367734697151,51.54692875961213,5.552982907735758,9
54,1,f3,1,0.0066701656102499994,0.08113483369999998,0.0689186407,0.007819826799999999,57.95035236940451,52.07047533233589,6.271981266899672,6
55,2,f3,1,0.0134268590366,0.1525595196,0.1048459313,0.028670857,51.23436485892707,52.591859895964845,5.61100262890642,4
56,3,f3,1,0.00850282026175,0.323459734,0.08262967329999998,0.051456069,51.87261544426626,52.46261001737377,5.54083748605048,8
57,4,f3,1,0.0065468932131,0.0322860888,0.08432802129999999,0.005288763,61.06898843054503,48.52064647083002,5.981534434422568,12
58,5,f3,1,0.005377219963850001,0.08673499529999999,0.1402027401,0.0083583634,57.179815908648855,47.38680935682445,6.718860153890893,9
59,6,f3,1,0.009836613356729999,0.06950048819999999,0.10699451200000001,0.009142060400000002,59.40230657093929,47.8192711109515,6.33125841085014,9
60,7,f3,1,0.010411835660700001,0.253116333,0.0964780781,0.04347439100000001,54.967491972719046,49.23212030507719,6.15716730799058,8
61,8,f3,1,0.00471528510204,0.0378669635,0.11390804189999998,0.0064586704,59.94701763867816,49.62493706036555,5.975347635017882,9
62,9,f3,1,0.00778464897379,0.0260588666,0.1024061688,0.0013370142,51.77367734697151,51.54692875961213,5.552982907735758,9
63,1,f3,2,0.00681473906355,0.08113483369999998,0.0689186407,0.007819826799999999,57.95035236940451,52.07047533233589,6.271981266899672,6
64,2,f3,2,0.0124931401196,0.1525595196,0.1048459313,0.028670857,51.23436485892707,52.591859895964845,5.61100262890642,4
65,3,f3,2,0.00856342578313,0.323459734,0.08262967329999998,0.051456069,51.87261544426626,52.46261001737377,5.54083748605048,8
66,4,f3,2,0.0066444932186099995,0.0322860888,0.08432802129999999,0.005288763,61.06898843054503,48.52064647083002,5.981534434422568,12
67,5,f3,2,0.005410646688529999,0.08673499529999999,0.1402027401,0.0083583634,57.179815908648855,47.38680935682445,6.718860153890893,9
68,6,f3,2,0.009613058750120002,0.06950048819999999,0.10699451200000001,0.009142060400000002,59.40230657093929,47.8192711109515,6.33125841085014,9
69,7,f3,2,0.009979962004969999,0.253116333,0.0964780781,0.04347439100000001,54.967491972719046,49.23212030507719,6.15716730799058,8
70,8,f3,2,0.0047175290267500005,0.0378669635,0.11390804189999998,0.0064586704,59.94701763867816,49.62493706036555,5.975347635017882,9
71,9,f3,2,0.00764151514062,0.0260588666,0.1024061688,0.0013370142,51.77367734697151,51.54692875961213,5.552982907735758,9
72,1,f3,3,0.0067381683577600006,0.08113483369999998,0.0689186407,0.007819826799999999,57.95035236940451,52.07047533233589,6.271981266899672,6
73,2,f3,3,0.012905631710900001,0.1525595196,0.1048459313,0.028670857,51.23436485892707,52.591859895964845,5.61100262890642,4
74,3,f3,3,0.00821827697845,0.323459734,0.08262967329999998,0.051456069,51.87261544426626,52.46261001737377,5.54083748605048,8
75,4,f3,3,0.006489679521649999,0.0322860888,0.08432802129999999,0.005288763,61.06898843054503,48.52064647083002,5.981534434422568,12
76,5,f3,3,0.00545241540085,0.08673499529999999,0.1402027401,0.0083583634,57.179815908648855,47.38680935682445,6.718860153890893,9
77,6,f3,3,0.009403432579919999,0.06950048819999999,0.10699451200000001,0.009142060400000002,59.40230657093929,47.8192711109515,6.33125841085014,9
78,7,f3,3,0.00992675630333,0.253116333,0.0964780781,0.04347439100000001,54.967491972719046,49.23212030507719,6.15716730799058,8
79,8,f3,3,0.0047817499441000005,0.0378669635,0.11390804189999998,0.0064586704,59.94701763867816,49.62493706036555,5.975347635017882,9
80,9,f3,3,0.007748659148760001,0.0260588666,0.1024061688,0.0013370142,51.77367734697151,51.54692875961213,5.552982907735758,9
81,1,f3,4,0.00718875160053,0.08113483369999998,0.0689186407,0.007819826799999999,57.95035236940451,52.07047533233589,6.271981266899672,6
82,2,f3,4,0.012821967494399998,0.1525595196,0.1048459313,0.028670857,51.23436485892707,52.591859895964845,5.61100262890642,4
83,3,f3,4,0.008706784639030001,0.323459734,0.08262967329999998,0.051456069,51.87261544426626,52.46261001737377,5.54083748605048,8
84,4,f3,4,0.0065854536950299995,0.0322860888,0.08432802129999999,0.005288763,61.06898843054503,48.52064647083002,5.981534434422568,12
85,5,f3,4,0.0053034088332,0.08673499529999999,0.1402027401,0.0083583634,57.179815908648855,47.38680935682445,6.718860153890893,9
86,6,f3,4,0.009648722816639999,0.06950048819999999,0.10699451200000001,0.009142060400000002,59.40230657093929,47.8192711109515,6.33125841085014,9
87,7,f3,4,0.0100120521443,0.253116333,0.0964780781,0.04347439100000001,54.967491972719046,49.23212030507719,6.15716730799058,8
88,8,f3,4,0.0048143821489100005,0.0378669635,0.11390804189999998,0.0064586704,59.94701763867816,49.62493706036555,5.975347635017882,9
89,9,f3,4,0.007702013251359999,0.0260588666,0.1024061688,0.0013370142,51.77367734697151,51.54692875961213,5.552982907735758,9
