8.799393900000000712e-02,1.964717174135598848e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.684473014818285014e-02,8.479347400000000756e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.127839999999999808e-03,3.636036706182012215e-03,3.882177635251970603e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.405733000000000281e-03,2.878498355585358635e-03,3.734799370397371213e-03,1.130187037852200703e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.516952856984215420e-02,2.334813700000000145e-02,4.025545044643282834e-04,1.031609649393355451e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.217056508675923254e-03,3.005125466760318314e-03,3.210812999999999862e-03,1.308126176432985359e-03,8.316261321584232595e-06,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.528155101769091313e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.009342700000000030e-02,8.428675693949106568e-03,1.368957387890472853e-03,6.840171456970215065e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.136593538859880327e-03,3.752232999999999784e-03,4.907663048305197125e-03,9.882606976674680743e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.445527429039800197e-05,9.423412178423168535e-04,4.843869925313463651e-03,1.363950000000000058e-03,1.730246163879651730e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.614149542280779899e-03,1.408727853962851847e-03,3.177670900000000020e-02
